coreid,identifiedBy,identifiedByID,dateIdentified,identificationQualifier,scientificName,identificationIsCurrent,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identificationReferences,identificationRemarks,recordID,modified
23797586,"Monographic Studies in Eriogonoideae, Norton-Brown Herbarium",,1992,,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:8069381b-f920-45d0-8ada-07b72352fc24,"2020-02-13 13:52:16"
23797586,"Monographic Studies in Eriogonoideae, Norton-Brown Herbarium",,"not specified",,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:16a93116-f612-447f-b7ea-df0f2524a222,"2019-10-24 23:18:20"
23797587,"Monographic Studies in Eriogonoideae, Norton-Brown Herbarium",,1999,,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:38cfb856-8c98-4c00-91a1-d53f8ab487fa,"2020-02-13 13:52:16"
23797587,"Monographic Studies in Eriogonoideae, Norton-Brown Herbarium",,"not specified",,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:abae9c82-ee3d-4db7-8908-4a9655ef865e,"2019-10-24 23:18:20"
23797589,"Monographic Studies in Eriogonoideae, Norton-Brown Herbarium",,1999,,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:58dad06a-fb8a-4b3c-a889-9630a6a07988,"2020-02-13 13:52:16"
23797589,"Monographic Studies in Eriogonoideae, Norton-Brown Herbarium",,"not specified",,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:cb8d4637-5839-446e-bfd5-44a96839f566,"2019-10-24 23:18:20"
23797590,"not specified",,1969,,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:7936da40-ccee-429f-b806-5fee426c04b6,"2020-02-13 13:52:16"
23797590,"not specified",,"not specified",,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:1e93e0dd-998d-4d65-a033-7aa07a5bcda6,"2019-10-24 23:18:20"
23797591,"Monographic Studies in Eriogonoideae, Norton-Brown Herbarium",,1999,,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:b970de44-a154-43e8-910b-80a1f2effbfa,"2020-02-13 13:52:16"
23797591,"Monographic Studies in Eriogonoideae, Norton-Brown Herbarium",,"not specified",,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:af514bfa-071a-4884-9c54-bd0295615557,"2019-10-24 23:18:20"
23797592,"Monographic Studies in Eriogonoideae, Norton-Brown Herbarium",,1999,,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:fdefbf2e-27ff-46ca-b913-5b1f6e461671,"2020-02-13 13:52:16"
23797592,"Monographic Studies in Eriogonoideae, Norton-Brown Herbarium",,"not specified",,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:9887e9ed-e21b-4059-81b6-57a55cfaec1d,"2019-10-24 23:18:20"
23797593,"Monographic Studies in Eriogonoideae, Norton-Brown Herbarium",,1999,,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:15a6db0c-4191-465e-b0b3-c7480fdbdcdc,"2020-02-13 13:52:16"
23797593,"Monographic Studies in Eriogonoideae, Norton-Brown Herbarium",,"not specified",,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:f45c3689-8682-4d88-8107-b4cccb7ad5c7,"2019-10-24 23:18:20"
23797594,"var. lonchophyllum JR99",,1967,,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:3da7c9c6-645e-425b-8801-88821f613e98,"2020-02-13 13:52:16"
23797594,"var. lonchophyllum JR99",,"not specified",,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:01836d31-2489-472e-b319-6580229d2c25,"2019-10-24 23:18:20"
23797596,"not specified",,"not specified",,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:b78d1dbf-63ba-4648-9d20-48a44e90c42c,"2020-02-13 13:52:16"
23797599,"not specified",,1992,,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:0d7ea818-e1f2-4911-aa31-29d6aee5157a,"2020-06-29 13:57:42"
23797599,"not specified",,"not specified",,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:35bfa64b-a4d7-4f6c-925f-c578c9ce224b,"2020-02-13 13:52:16"
23797600,"not specified",,1999,,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:9db9bbf9-22cc-4c63-920e-c0f104b1c66d,"2020-06-29 13:57:42"
23797600,"not specified",,"not specified",,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:e4d2cdbe-e41f-4994-bdfb-772ae89c539c,"2020-02-13 13:52:16"
23797602,"not specified",,1999,,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:931922ab-21c5-4ff9-ad0d-a70091ded49e,"2020-06-29 13:57:42"
23797602,"not specified",,"not specified",,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:aac827db-c26a-42ca-ac4f-f1c580c2c27a,"2020-02-13 13:52:16"
23797603,"not specified",,1999,,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:7cabdd60-501e-49e0-8766-25ffb294756c,"2020-06-29 13:57:42"
23797603,"not specified",,"not specified",,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:c4af0a1f-aa65-48f7-bdbd-af17a19d699a,"2020-02-13 13:52:16"
23797604,"not specified",,1999,,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:28c6ddfd-f1c1-4c51-a02a-eef926fc13da,"2020-06-29 13:57:42"
23797604,"not specified",,"not specified",,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:a14e89a0-6dd9-4292-ab9d-59434593d442,"2020-02-13 13:52:16"
23797605,"not specified",,1992,,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:0aab5cd3-6812-4433-8bc5-5c0776722e80,"2020-06-29 13:57:42"
23797605,"not specified",,"not specified",,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:46b240d7-7325-4cb5-af1e-e50db0d3c8a4,"2020-02-13 13:52:16"
23797606,"not specified",,1999,,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:12ff1faa-cb68-4282-b415-7a9956c525cc,"2020-06-29 13:57:42"
23797606,"not specified",,"not specified",,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:e91dcb31-a722-4f21-b200-a32f93f8c96e,"2020-02-13 13:52:16"
23797607,"not specified",,1993,,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:14781d67-53ad-4aa1-92e9-0731b07a24f7,"2020-06-29 13:57:42"
23797607,"not specified",,"not specified",,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:b005b2eb-c0cc-4a37-af87-6b638412c1e9,"2020-02-13 13:52:16"
23797608,"not specified",,"not specified",,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:b641f84c-9029-4bd0-8095-f558d62dc17b,"2020-02-13 13:52:16"
23797609,"not specified",,1999,,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:4c4ff5ff-9016-4fd3-b5fc-31e69d37dd46,"2020-06-29 13:57:42"
23797609,"not specified",,"not specified",,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:2a0ff1ab-2a9e-4f9d-94df-dcde54edcdaa,"2020-02-13 13:52:16"
23797610,"not specified",,1999,,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:59cffea8-7f86-4699-9eea-394f99546560,"2020-06-29 13:57:42"
23797610,"not specified",,"not specified",,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:94090c8f-8c0e-4b14-9fbd-840551d4f7c3,"2020-02-13 13:52:16"
23797611,"not specified",,1999,,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:70920f46-ca92-4354-bfe9-50a5b6fbb22b,"2020-06-29 13:57:42"
23797611,"not specified",,"not specified",,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:fda8bfbe-e3ba-4198-9f8a-275088aae92f,"2020-02-13 13:52:16"
23797612,"not specified",,1992,,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:52b36554-4471-4285-8492-5eebe0a26863,"2020-06-29 13:57:42"
23797612,"not specified",,"not specified",,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:23f8e425-fe55-4519-a80b-c830a33bd759,"2020-02-13 13:52:16"
23797613,"not specified",,"not specified",,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:911fa727-6744-47ad-aafe-60d04911f4d4,"2020-02-13 13:52:16"
23797614,"not specified",,1999,,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:b6ffc0e1-03fd-412e-aa28-09a67411afae,"2020-06-29 13:57:42"
23797614,"not specified",,"not specified",,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:943b8ade-26b9-49e6-8db9-e9251a0dc4bd,"2020-02-13 13:52:16"
23797615,"not specified",,1992,,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:ca71b1c2-9bbf-4c4e-a1db-1bf1c0f993c3,"2020-06-29 13:57:42"
23797615,"not specified",,"not specified",,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:0d609f0c-6694-4aa9-90be-5933c15fb4d2,"2020-02-13 13:52:16"
23797616,"not specified",,1992,,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:6165ea48-bdcf-401b-b3a1-f1791bc15454,"2020-06-29 13:57:42"
23797616,"not specified",,"not specified",,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:375ff006-4955-47d2-9920-669b0421900d,"2020-02-13 13:52:16"
23797617,"not specified",,1999,,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:2e3a1bf1-42c6-44c3-b9da-1cf09a5e61ad,"2020-06-29 13:57:42"
23797617,"not specified",,"not specified",,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:929237f8-3c14-4e21-a30e-ef99206ebad7,"2020-02-13 13:52:16"
23797618,"not specified",,1997,,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:56f1746a-bf8c-4e41-a6d8-ae1705344618,"2020-06-29 13:57:42"
23797618,"not specified",,"not specified",,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:571492fe-67eb-45dc-9f30-9492fc5c4df7,"2020-02-13 13:52:16"
23797619,"not specified",,1999,,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:ec915a80-826d-46cb-a3ea-b309a673d327,"2020-06-29 13:57:42"
23797619,"not specified",,"not specified",,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:ddeb9b99-f6d3-46cf-b2df-30c02f60dbc6,"2020-02-13 13:52:16"
23797620,"not specified",,"not specified",,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:7c7169fb-a03a-4e4f-9b44-38cdc125a5e6,"2020-02-13 13:52:16"
23797642,"not specified",,1998-10,,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:78cef9da-923b-458e-9b9e-bf1a6cb3d63b,"2020-06-29 13:57:42"
23797642,"not specified",,"not specified",,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:d4e7ba79-d869-49da-a924-a8160deada9c,"2020-02-13 13:52:16"
23797643,"not specified",,1999,,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:6360c7b2-ade8-4773-b25e-15b5613c1dc7,"2020-06-29 13:57:42"
23797643,"not specified",,"not specified",,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:7b825d0a-6208-4fef-8b82-3425b2b4c212,"2020-02-13 13:52:16"
23797644,"not specified",,1999,,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:c2670415-d022-4bbb-acd0-6f6b23d8986f,"2020-06-29 13:57:42"
23797644,"not specified",,"not specified",,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:85b774b5-cb50-42ff-8624-30a4bdeab4bb,"2020-02-13 13:52:16"
23797645,"not specified",,1999,,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:97c6bcc7-ffc0-46e0-815c-85ee22820033,"2020-06-29 13:57:42"
23797645,"not specified",,"not specified",,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:b21e44fb-6211-4187-a826-2957267b0bf1,"2020-02-13 13:52:16"
23797646,"not specified",,1999,,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:f2478324-4bdc-4306-a5a3-3e5ab327c766,"2020-06-29 13:57:42"
23797646,"not specified",,"not specified",,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:d82f200a-6704-400a-9421-4e030f32a29b,"2020-02-13 13:52:16"
23797647,"not specified",,1999,,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:9f49f41f-c3d2-4870-91c3-b11863269246,"2021-11-17 22:13:49"
23797647,"not specified",,"not specified",,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:5b85882d-ca6b-45a6-b15c-7b25e6af320e,"2020-02-13 13:52:16"
23797648,"not specified",,1992,,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:4f1bec81-61c3-4e92-8f0e-f5c0e09a898c,"2021-11-17 22:13:49"
23797648,"not specified",,"not specified",,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:68f1def3-d407-43b4-9cf1-1c7a3c094955,"2020-02-13 13:52:16"
23797649,"not specified",,"not specified",,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:4723121b-0572-4b08-8cc9-cfe4b807dbe3,"2020-02-13 13:52:16"
23797650,"not specified",,"not specified",,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:3a7561bd-c134-40c9-b8f9-92fe429b9259,"2020-02-13 13:52:16"
23797651,"not specified",,"not specified",,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:8d0ab85b-2525-41b1-931d-be1abe7cc724,"2020-02-13 13:52:16"
23797652,"not specified",,"not specified",,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:6059270b-9c1f-4f97-b165-2a28bbc6fdf5,"2020-02-13 13:52:16"
23797653,"not specified",,"not specified",,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:f242b54e-3925-4797-b4a1-b652d1626458,"2020-02-13 13:52:16"
23797654,"not specified",,"not specified",,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:bedd1563-34bc-4eae-8e34-b0f39ccdb414,"2020-02-13 13:52:16"
23797655,"not specified",,"not specified",,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:3e402d1c-5565-4a6a-a69f-6a3d43a40d6d,"2020-02-13 13:52:16"
23817574,"not specified",,"not specified",,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:2fa7acc4-4b3e-4683-9e5c-da97081803a0,"2020-05-27 10:57:17"
23817574,"not specified",,"not specified",,"Eriogonum sarothriforme Gandoger",0,Gandoger,,,,,,,urn:uuid:140206c8-abfa-4228-959d-5cea7a862cdc,"2020-02-13 13:52:16"
23817663,"not specified",,"not specified",,"Eriogonum lonchophyllum Torrey & A. Gray",0,"Torrey & A. Gray",,,,,,,urn:uuid:4bc620b5-b81a-4afd-8853-d0112739ac68,"2020-02-13 13:52:16"
